Initializing Cache...LruTailAge Rebalancing init. LTAS.h-default config
LTAS::LTAS(Config config)
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.754512,time:400306
hit ratio:0.754282,time:401605
hit ratio:0.754011,time:403009
hit ratio:0.753744,time:404504
hit ratio:0.753461,time:406119
hit ratio:0.753142,time:407875
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.752832,time:409760
hit ratio:0.752549,time:411594
hit ratio:0.752269,time:413289
hit ratio:0.752024,time:414853
hit ratio:0.751787,time:416283
hit ratio:0.751585,time:417583
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.751397,time:418837
hit ratio:0.751234,time:419995
hit ratio:0.751084,time:421086
hit ratio:0.750941,time:422131
hit ratio:0.750816,time:423165
hit ratio:0.750704,time:424126
hit ratio:0.750603,time:425048
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.750501,time:425933
hit ratio:0.750419,time:426787
hit ratio:0.750336,time:427631
hit ratio:0.750258,time:428471
hit ratio:0.750176,time:429268
hit ratio:0.750093,time:430025
hit ratio:0.750014,time:430788
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.749938,time:431547
hit ratio:0.74986,time:432319
hit ratio:0.74976,time:433075
hit ratio:0.749667,time:433814
hit ratio:0.749588,time:434538
hit ratio:0.74953,time:435282
hit ratio:0.749437,time:436016
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.749348,time:436739
hit ratio:0.749251,time:437456
hit ratio:0.749167,time:438179
hit ratio:0.749065,time:438893
hit ratio:0.74899,time:439650
hit ratio:0.748908,time:440396
hit ratio:0.748847,time:441139
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74879,time:441872
hit ratio:0.748732,time:442603
hit ratio:0.748666,time:443341
hit ratio:0.748604,time:444062
hit ratio:0.748539,time:444717
hit ratio:0.748479,time:445390
hit ratio:0.748418,time:446076
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.748342,time:446763
hit ratio:0.748291,time:447466
hit ratio:0.748241,time:448193
hit ratio:0.748163,time:448872
hit ratio:0.74807,time:449524
hit ratio:0.74798,time:450187
hit ratio:0.747856,time:450852
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747776,time:451571
hit ratio:0.747727,time:452311
hit ratio:0.747678,time:453048
hit ratio:0.74763,time:453760
hit ratio:0.747591,time:454460
hit ratio:0.747553,time:455145
hit ratio:0.747516,time:455843
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747479,time:456545
hit ratio:0.747451,time:457247
hit ratio:0.747437,time:457935
hit ratio:0.747423,time:458617
hit ratio:0.747416,time:459292
hit ratio:0.747403,time:459951
hit ratio:0.747398,time:460604
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747393,time:461259
hit ratio:0.747386,time:461880
hit ratio:0.747389,time:462506
hit ratio:0.747394,time:463114
hit ratio:0.74741,time:463717
hit ratio:0.747424,time:464332
hit ratio:0.747448,time:464951
hit ratio:0.747459,time:465548
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74748,time:466138
hit ratio:0.7475,time:466721
hit ratio:0.747512,time:467299
hit ratio:0.747529,time:467879
hit ratio:0.747563,time:468465
hit ratio:0.747585,time:469036
hit ratio:0.747611,time:469607
hit ratio:0.74763,time:470170
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747656,time:470726
hit ratio:0.747684,time:471286
hit ratio:0.747728,time:471860
hit ratio:0.747771,time:472433
hit ratio:0.747796,time:473006
hit ratio:0.747805,time:473595
hit ratio:0.747831,time:474182
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747859,time:474772
hit ratio:0.747865,time:475395
hit ratio:0.747864,time:476039
hit ratio:0.747855,time:476712
hit ratio:0.747838,time:477404
hit ratio:0.747803,time:478117
hit ratio:0.747755,time:478854
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74769,time:479634
hit ratio:0.747616,time:480470
hit ratio:0.747543,time:481355
hit ratio:0.747472,time:482279
hit ratio:0.74739,time:483268
hit ratio:0.74729,time:484327
hit ratio:0.747169,time:485465
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.747027,time:486735
hit ratio:0.746876,time:488095
hit ratio:0.746698,time:489578
hit ratio:0.746521,time:491176
hit ratio:0.746326,time:492934
hit ratio:0.746123,time:494700
hit ratio:0.745923,time:496458
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745766,time:498208
hit ratio:0.745631,time:499801
hit ratio:0.745508,time:501273
hit ratio:0.745376,time:502651
hit ratio:0.745271,time:503973
hit ratio:0.745203,time:505241
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745136,time:506448
hit ratio:0.745088,time:507540
hit ratio:0.745037,time:508584
hit ratio:0.745008,time:509570
hit ratio:0.744979,time:510543
hit ratio:0.744952,time:511460
hit ratio:0.744941,time:512342
hit ratio:0.744937,time:513197
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744923,time:514034
hit ratio:0.744901,time:514845
hit ratio:0.74489,time:515646
hit ratio:0.744877,time:516450
hit ratio:0.74487,time:517239
hit ratio:0.744863,time:518020
hit ratio:0.744863,time:518814
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744858,time:519608
hit ratio:0.744851,time:520382
hit ratio:0.744842,time:521142
hit ratio:0.744825,time:521889
hit ratio:0.744814,time:522662
hit ratio:0.74482,time:523441
hit ratio:0.744816,time:524219
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744806,time:524983
hit ratio:0.744819,time:525760
hit ratio:0.744823,time:526530
hit ratio:0.74483,time:527301
hit ratio:0.744818,time:528033
hit ratio:0.744823,time:528794
hit ratio:0.744841,time:529569
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74485,time:530332
hit ratio:0.744843,time:531068
hit ratio:0.744844,time:531803
hit ratio:0.744854,time:532551
hit ratio:0.744849,time:533318
hit ratio:0.744856,time:534085
hit ratio:0.744867,time:534846
hit ratio:0.744874,time:535596
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744886,time:536354
hit ratio:0.744881,time:537117
hit ratio:0.744888,time:537879
hit ratio:0.744889,time:538621
hit ratio:0.744915,time:539372
hit ratio:0.744916,time:540105
hit ratio:0.744935,time:540834
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744944,time:541538
hit ratio:0.744961,time:542247
hit ratio:0.744976,time:542950
hit ratio:0.744989,time:543644
hit ratio:0.745006,time:544335
hit ratio:0.745013,time:545019
hit ratio:0.745028,time:545691
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745049,time:546336
hit ratio:0.745073,time:546992
hit ratio:0.745108,time:547642
hit ratio:0.745141,time:548285
hit ratio:0.745169,time:548903
hit ratio:0.7452,time:549522
hit ratio:0.74523,time:550120
hit ratio:0.745266,time:550698
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745296,time:551286
hit ratio:0.745327,time:551869
hit ratio:0.745378,time:552466
hit ratio:0.745424,time:553053
hit ratio:0.745479,time:553637
hit ratio:0.745531,time:554220
hit ratio:0.745584,time:554827
hit ratio:0.745645,time:555423
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745705,time:556034
hit ratio:0.745775,time:556618
hit ratio:0.74583,time:557206
hit ratio:0.745886,time:557797
hit ratio:0.745949,time:558405
hit ratio:0.746003,time:559019
hit ratio:0.746059,time:559641
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.746106,time:560252
hit ratio:0.746151,time:560887
hit ratio:0.746193,time:561540
hit ratio:0.74623,time:562205
hit ratio:0.746268,time:562889
hit ratio:0.746294,time:563608
hit ratio:0.746313,time:564346
hit ratio:0.746324,time:565107
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.746338,time:565896
hit ratio:0.746347,time:566747
hit ratio:0.746342,time:567655
hit ratio:0.746346,time:568633
hit ratio:0.746333,time:569654
hit ratio:0.746316,time:570749
hit ratio:0.74629,time:571955
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.746255,time:573259
hit ratio:0.746214,time:574661
hit ratio:0.746146,time:576178
hit ratio:0.746064,time:577797
hit ratio:0.745927,time:579346
hit ratio:0.745795,time:581082
hit ratio:0.745635,time:582797
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745476,time:584472
hit ratio:0.745377,time:586165
hit ratio:0.745288,time:587765
hit ratio:0.745212,time:589228
hit ratio:0.74514,time:590557
hit ratio:0.74508,time:591824
hit ratio:0.745044,time:593016
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745049,time:594145
hit ratio:0.745047,time:595207
hit ratio:0.745054,time:596234
hit ratio:0.745064,time:597215
hit ratio:0.745074,time:598162
hit ratio:0.745109,time:599104
hit ratio:0.745151,time:600006
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745183,time:600883
hit ratio:0.745211,time:601744
hit ratio:0.745253,time:602605
hit ratio:0.745299,time:603468
hit ratio:0.74534,time:604309
hit ratio:0.745374,time:605158
hit ratio:0.745407,time:605999
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745435,time:606823
hit ratio:0.745468,time:607636
hit ratio:0.745497,time:608452
hit ratio:0.745522,time:609269
hit ratio:0.745555,time:610087
hit ratio:0.745583,time:610900
hit ratio:0.745603,time:611718
hit ratio:0.74563,time:612548
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745665,time:613384
hit ratio:0.745699,time:614216
hit ratio:0.745722,time:615010
hit ratio:0.745754,time:615833
hit ratio:0.745785,time:616659
hit ratio:0.74581,time:617457
hit ratio:0.745832,time:618261
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74586,time:619076
hit ratio:0.745891,time:619913
hit ratio:0.745874,time:620661
hit ratio:0.745782,time:621337
hit ratio:0.745744,time:621996
hit ratio:0.745646,time:622667
hit ratio:0.745545,time:623361
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.745449,time:624062
hit ratio:0.745339,time:624761
hit ratio:0.745236,time:625425
hit ratio:0.745178,time:626084
hit ratio:0.74511,time:626732
hit ratio:0.745029,time:627406
hit ratio:0.744976,time:628097
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744841,time:628735
hit ratio:0.74477,time:629390
hit ratio:0.744702,time:630050
hit ratio:0.744645,time:630717
hit ratio:0.744595,time:631365
hit ratio:0.74458,time:632077
hit ratio:0.744527,time:632686
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744476,time:633323
hit ratio:0.744418,time:633941
hit ratio:0.74437,time:634526
hit ratio:0.74433,time:635127
hit ratio:0.744285,time:635706
hit ratio:0.74426,time:636322
hit ratio:0.744201,time:636883
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.744138,time:637435
hit ratio:0.74408,time:637978
hit ratio:0.744038,time:638529
hit ratio:0.743994,time:639064
hit ratio:0.743951,time:639620
hit ratio:0.743921,time:640175
hit ratio:0.743891,time:640722
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.743849,time:641271
hit ratio:0.743812,time:641823
hit ratio:0.743786,time:642374
hit ratio:0.743757,time:642920
hit ratio:0.743736,time:643468
hit ratio:0.74373,time:644006
hit ratio:0.743718,time:644547
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.743702,time:645114
hit ratio:0.743685,time:645659
hit ratio:0.743677,time:646223
hit ratio:0.743656,time:646781
hit ratio:0.74363,time:647355
hit ratio:0.743604,time:647917
hit ratio:0.743579,time:648512
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.743536,time:649092
hit ratio:0.743488,time:649673
hit ratio:0.743436,time:650263
hit ratio:0.743391,time:650883
hit ratio:0.743343,time:651494
hit ratio:0.7433,time:652147
hit ratio:0.743257,time:652888
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.743201,time:653577
hit ratio:0.743132,time:654252
hit ratio:0.743063,time:655000
hit ratio:0.742986,time:655784
hit ratio:0.742894,time:656607
hit ratio:0.742803,time:657439
hit ratio:0.742719,time:658227
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.742626,time:659102
hit ratio:0.74253,time:660042
hit ratio:0.742416,time:661003
hit ratio:0.742283,time:661980
hit ratio:0.742131,time:663062
hit ratio:0.741978,time:664197
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.741808,time:665347
hit ratio:0.741661,time:666618
hit ratio:0.741504,time:667862
hit ratio:0.741334,time:669109
hit ratio:0.741178,time:670380
hit ratio:0.741014,time:671814
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74088,time:673004
hit ratio:0.740734,time:674167
hit ratio:0.740596,time:675125
hit ratio:0.740458,time:676159
hit ratio:0.740341,time:677216
hit ratio:0.74025,time:678255
hit ratio:0.740169,time:679190
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.740074,time:680060
hit ratio:0.739981,time:680943
hit ratio:0.739903,time:681824
hit ratio:0.739832,time:682698
hit ratio:0.739773,time:683575
hit ratio:0.73971,time:684501
hit ratio:0.739656,time:685359
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.739585,time:686120
hit ratio:0.739506,time:686897
hit ratio:0.739451,time:687696
hit ratio:0.739373,time:688451
hit ratio:0.739315,time:689168
hit ratio:0.739249,time:689912
hit ratio:0.739178,time:690611
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.739113,time:691334
hit ratio:0.739055,time:692062
hit ratio:0.738983,time:692767
hit ratio:0.738904,time:693488
hit ratio:0.738861,time:694302
hit ratio:0.73879,time:695019
hit ratio:0.738723,time:695728
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.738648,time:696432
hit ratio:0.738595,time:697150
hit ratio:0.738525,time:697844
hit ratio:0.73841,time:698524
hit ratio:0.738342,time:699207
hit ratio:0.738283,time:699886
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.738219,time:700564
hit ratio:0.738188,time:701330
hit ratio:0.738127,time:702018
hit ratio:0.738068,time:702710
hit ratio:0.738001,time:703404
hit ratio:0.737936,time:704119
hit ratio:0.737877,time:704825
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.737822,time:705534
hit ratio:0.73778,time:706249
hit ratio:0.737723,time:706930
hit ratio:0.73767,time:707640
hit ratio:0.737619,time:708331
hit ratio:0.737565,time:709014
hit ratio:0.737513,time:709652
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.737539,time:710486
hit ratio:0.737568,time:711285
hit ratio:0.737599,time:712055
hit ratio:0.737642,time:712808
hit ratio:0.737677,time:713550
hit ratio:0.73773,time:714270
hit ratio:0.737782,time:714967
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.737826,time:715687
hit ratio:0.737879,time:716394
hit ratio:0.737928,time:717108
hit ratio:0.737978,time:717834
hit ratio:0.738035,time:718533
hit ratio:0.738091,time:719221
hit ratio:0.738146,time:719916
hit ratio:0.738207,time:720593
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.738264,time:721252
hit ratio:0.738324,time:721913
hit ratio:0.738387,time:722557
hit ratio:0.738449,time:723196
hit ratio:0.738514,time:723833
hit ratio:0.738588,time:724451
hit ratio:0.738663,time:725064
hit ratio:0.738739,time:725683
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.738809,time:726295
hit ratio:0.738884,time:726893
hit ratio:0.738956,time:727488
hit ratio:0.739028,time:728086
hit ratio:0.739102,time:728677
hit ratio:0.739178,time:729271
hit ratio:0.739255,time:729869
hit ratio:0.739333,time:730479
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.739414,time:731084
hit ratio:0.739488,time:731693
hit ratio:0.739561,time:732302
hit ratio:0.739638,time:732921
hit ratio:0.739713,time:733544
hit ratio:0.739789,time:734161
hit ratio:0.739865,time:734793
hit ratio:0.739937,time:735437
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.740007,time:736105
hit ratio:0.740074,time:736787
hit ratio:0.740137,time:737486
hit ratio:0.740205,time:738207
hit ratio:0.740264,time:738952
hit ratio:0.740322,time:739730
hit ratio:0.740379,time:740530
hit ratio:0.74043,time:741371
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.740477,time:742264
hit ratio:0.740523,time:743244
hit ratio:0.740566,time:744259
hit ratio:0.740601,time:745298
hit ratio:0.740629,time:746480
hit ratio:0.740651,time:747718
hit ratio:0.740658,time:749100
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.740662,time:750619
hit ratio:0.740661,time:752301
hit ratio:0.740642,time:754097
hit ratio:0.740603,time:755968
hit ratio:0.740557,time:757853
hit ratio:0.740527,time:759654
hit ratio:0.740513,time:761295
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.740506,time:762826
hit ratio:0.740505,time:764240
hit ratio:0.740514,time:765589
hit ratio:0.740533,time:766860
hit ratio:0.740555,time:768051
hit ratio:0.740579,time:769128
hit ratio:0.740615,time:770163
hit ratio:0.740664,time:771162
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.74071,time:772145
hit ratio:0.740764,time:773103
hit ratio:0.740825,time:774019
hit ratio:0.740884,time:774913
hit ratio:0.740942,time:775799
hit ratio:0.741004,time:776664
hit ratio:0.741064,time:777519
hit ratio:0.741121,time:778396
RebStrtgy-pickVAndR...triggering pickVandRImp.
LTAS-pickVAndRImpl...class total free memory smaller than threshold 12582912. v:19. r:18. invalid ctx. vPTA: 0rTA: 0 .improv. < minTailAgeDifference. 
hit ratio:0.741176,time:779242
hit ratio:0.741228,time:780075
hit ratio:0.741279,time:780895
